alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
cp-sh	synthetic	10	1000000	0.05	0	21	12.8655	0:00:12	242.44	254.71	234.85	235.39	0.00	0.00	93.13	12.47	ok	2	1000000	1000000	0.00	SH	21	0	1	0	Zero	47619	19067	19067	9780617	10339674	6504043	14699	17753832	18653	0	10.34	6414.50	179.51	203.40	6059.13	0.00	151.96	44104	28552	47205
cp-csh	synthetic	10	1000000	0.05	0	21	10.4116	0:00:10	260.64	349.36	253.23	253.78	0.00	0.00	90.09	9.87	ok	4	1000000	1000098	0.00	GapSeed	21	0	1	0	Zero	47619	19054	19054	9678231	10226120	6412362	15520	1243857	18740	16806	10.23	2592.50	357.31	37.20	2403.72	29.78	151.58	44055	28642	47306
cp-sh	synthetic	3	3000000	0.05	0	21	20.0580	0:00:20	416.02	604.57	408.71	409.42	0.00	0.00	75.93	15.70	timeout 20s
cp-csh	synthetic	3	3000000	0.05	0	21	18.2506	0:00:18	533.59	679.17	526.93	527.62	0.00	0.00	81.70	15.40	ok	2	3000000	2999493	0.00	GapSeed	21	0	1	0	Zero	142857	57113	57113	29551215	31213016	19526781	47727	3814151	56175	50251	10.40	9095.17	670.82	126.92	8462.88	124.56	505.37	132250	85997	141923
cp-sh	synthetic	1	10000000	0.05	0	21	20.0648	0:00:20	556.71	575.62	549.96	550.65	0.00	0.00	73.80	15.27	timeout 20s
cp-csh	synthetic	1	10000000	0.05	0	21	37.8366	0:00:37	1068.93	1426.58	1068.44	1068.99	0.00	0.00	39.33	15.36	ok	1	10000000	9999569	0.00	GapSeed	21	0	1	0	Zero	476190	190448	190448	96428897	101886476	63869504	155275	12200974	187251	167553	10.19	37735.30	0.00	569.08	34992.91	499.72	2173.31	440315	286612	473011
cp-sh	synthetic	100000	100	0.05	0	22	2.2863	0:00:02	9.80	20.99	2.47	3.21	0.00	0.00	70.09	2.13	ok	100000	100	99	0.00	SH	22	0	1	0	Zero	4	1	1	192	210	165	0	2	1	0	2.10	0.02	0.10	0.00	0.01	0.00	0.01	4	3	4
cp-csh	synthetic	100000	100	0.05	0	22	2.1984	0:00:02	9.64	20.99	2.46	3.16	0.02	0.00	48.99	1.68	ok	100000	100	99	0.00	GapSeed	22	0	1	0	Zero	4	1	1	187	204	161	0	0	1	1	2.05	0.02	0.05	0.00	0.01	0.00	0.00	4	3	4
cp-sh	synthetic	33333	300	0.05	0	22	2.6823	0:00:02	10.07	20.99	2.57	3.12	0.00	0.00	77.19	2.56	ok	33333	300	300	0.00	SH	22	0	1	0	Zero	13	4	4	753	822	630	0	37	4	0	2.74	0.08	0.10	0.01	0.05	0.00	0.02	13	8	13
cp-csh	synthetic	33333	300	0.05	0	22	2.6412	0:00:02	9.70	20.99	2.53	3.13	0.00	0.00	78.05	2.57	ok	33333	300	300	0.00	GapSeed	22	0	1	0	Zero	13	4	4	734	802	615	0	3	4	4	2.67	0.08	0.10	0.01	0.05	0.00	0.01	13	8	13
cp-sh	synthetic	10000	1000	0.05	0	22	4.1407	0:00:04	10.02	21.24	2.85	3.57	0.00	0.00	73.94	3.55	ok	10000	1000	1000	0.00	SH	22	0	1	0	Zero	45	16	16	3799	4117	2986	3	561	16	0	4.12	0.41	0.34	0.04	0.32	0.00	0.05	44	28	45
cp-csh	synthetic	10000	1000	0.05	0	22	4.0895	0:00:04	10.07	21.24	2.84	3.57	0.00	0.00	75.30	3.59	ok	10000	1000	1000	0.00	GapSeed	22	0	1	0	Zero	45	16	16	3717	4030	2928	3	69	16	14	4.03	0.40	0.28	0.03	0.32	0.01	0.05	44	28	45
cp-sh	synthetic	3333	3000	0.05	0	22	8.1481	0:00:08	11.36	22.31	4.02	4.54	0.00	0.00	89.37	7.75	ok	3333	3000	2999	0.00	SH	22	0	1	0	Zero	136	51	51	19136	20484	13853	23	5780	50	0	6.83	2.43	1.41	0.12	2.15	0.00	0.16	132	84	135
cp-csh	synthetic	3333	3000	0.05	0	22	7.5499	0:00:07	11.06	22.31	3.89	4.40	0.00	0.00	88.61	7.19	ok	3333	3000	2999	0.00	GapSeed	22	0	1	0	Zero	136	51	51	18677	20004	13560	24	836	50	45	6.67	2.25	1.36	0.08	2.01	0.03	0.16	132	84	135
cp-sh	synthetic	1000	10000	0.05	0	22	10.0251	0:00:10	15.48	26.47	8.07	8.62	0.00	0.00	90.35	9.55	ok	482	10000	9999	0.00	SH	22	0	1	0	Zero	454	173	173	118745	125206	78289	173	64266	169	0	12.52	20.72	12.24	0.44	19.67	0.00	0.61	441	281	450
cp-csh	synthetic	1000	10000	0.05	0	22	10.0193	0:00:10	20.69	31.75	13.40	13.92	0.00	0.00	92.41	9.77	ok	606	10000	9998	0.00	GapSeed	22	0	1	0	Zero	454	173	173	113457	119734	75174	176	9850	170	152	11.97	16.49	10.54	0.25	15.61	0.17	0.62	440	282	451
cp-sh	synthetic	333	30000	0.05	0	22	10.0786	0:00:10	53.32	64.73	46.41	47.10	0.00	0.00	92.07	9.76	ok	65	30000	30011	0.00	SH	22	0	1	0	Zero	1363	522	522	584797	609622	359697	957	468823	511	0	20.31	154.56	102.69	1.73	150.18	0.00	2.65	1321	840	1352
cp-csh	synthetic	333	30000	0.05	0	22	10.0840	0:00:10	52.51	63.88	45.44	46.13	0.00	0.00	92.02	9.77	ok	100	30000	30007	0.00	GapSeed	22	0	1	0	Zero	1363	522	522	513570	536968	321587	857	73878	514	458	17.89	100.42	66.67	0.83	97.02	0.79	2.57	1321	843	1355
cp-sh	synthetic	100	100000	0.05	0	22	10.9191	0:00:10	140.15	151.51	132.98	133.49	0.00	0.00	89.84	10.30	ok	9	100000	99980	0.00	SH	22	0	1	0	Zero	4545	1733	1733	2811646	2911659	1656500	4825	3359299	1697	0	29.12	1210.14	679.90	6.11	1191.63	0.00	12.40	4411	2812	4509
cp-csh	synthetic	100	100000	0.05	0	22	10.1350	0:00:10	137.94	149.14	130.74	131.25	0.00	0.00	92.17	9.82	ok	15	100000	99984	0.00	GapSeed	22	0	1	0	Zero	4545	1728	1728	2465018	2558004	1471770	4431	452097	1707	1525	25.58	671.98	425.06	2.65	657.52	5.11	11.81	4405	2822	4524
cp-sh	synthetic	33	300000	0.05	0	22	13.2683	0:00:13	241.33	299.66	235.84	236.53	0.00	0.00	89.03	12.25	ok	2	300000	299941	0.00	SH	22	0	1	0	Zero	13636	5206	5206	9815234	10128742	5658985	17351	14190226	5093	0	33.76	6618.64	1473.10	39.15	6533.79	0.00	45.70	13252	8430	13524
cp-csh	synthetic	33	300000	0.05	0	22	10.5073	0:00:10	203.41	217.20	195.90	196.63	0.00	0.00	88.69	9.84	ok	4	300000	299988	0.00	GapSeed	22	0	1	0	Zero	13636	5186	5186	7787802	8070715	4611808	14078	1648937	5116	4569	26.90	2617.07	698.27	13.26	2560.31	15.63	43.51	13248	8473	13566
cp-sh	synthetic	10	1000000	0.05	0	22	35.6307	0:00:35	383.35	397.91	375.95	376.48	0.00	0.00	42.26	15.55	ok	1	1000000	999903	0.00	SH	22	0	1	0	Zero	45454	17410	17410	37015594	38147937	21149344	65535	76924294	17002	0	38.15	35600.69	0.00	204.35	35211.51	0.00	184.83	44117	28044	45046
cp-csh	synthetic	10	1000000	0.05	0	22	11.5011	0:00:11	565.27	588.41	560.51	561.10	0.00	0.00	90.52	10.91	ok	1	1000000	999903	0.00	GapSeed	22	0	1	0	Zero	45454	17410	17410	27875830	28864861	16413817	49455	8256544	17178	15278	28.86	11460.49	0.00	38.58	11234.42	86.86	187.49	44117	28129	45224
cp-sh	synthetic	3	3000000	0.05	0	22	20.0736	0:00:20	413.91	436.08	406.66	408.42	0.00	0.00	74.58	15.44	timeout 20s
cp-csh	synthetic	3	3000000	0.05	0	22	20.1201	0:00:20	894.28	1197.38	897.82	898.50	0.00	0.00	74.87	15.53	timeout 20s
cp-sh	synthetic	1	10000000	0.05	0	22	20.0862	0:00:20	560.51	579.63	553.72	554.40	0.00	0.00	74.22	15.38	timeout 20s
cp-csh	synthetic	1	10000000	0.05	0	22	20.0802	0:00:20	626.20	673.82	618.77	619.48	0.00	0.00	74.60	15.48	timeout 20s
cp-sh	synthetic	100000	100	0.05	0	23	2.2240	0:00:02	9.83	20.99	2.54	3.32	0.00	0.00	70.14	2.11	ok	100000	100	99	0.00	SH	23	0	1	0	Zero	4	1	1	192	210	166	0	1	1	0	2.10	0.02	0.05	0.00	0.01	0.00	0.01	4	3	4
cp-csh	synthetic	100000	100	0.05	0	23	2.2564	0:00:02	9.84	20.99	2.48	3.18	0.00	0.00	66.49	1.99	ok	100000	100	99	0.00	GapSeed	23	0	1	0	Zero	4	1	1	187	205	162	0	0	1	1	2.05	0.02	0.08	0.00	0.01	0.00	0.01	4	3	4
cp-sh	synthetic	33333	300	0.05	0	23	2.9376	0:00:02	9.55	20.99	2.51	3.02	0.00	0.00	69.86	2.49	ok	33333	300	300	0.00	SH	23	0	1	0	Zero	13	4	4	762	831	639	0	31	4	0	2.77	0.09	0.16	0.01	0.06	0.00	0.02	13	8	13
cp-csh	synthetic	33333	300	0.05	0	23	2.8657	0:00:02	9.59	20.99	2.53	3.05	0.00	0.00	71.56	2.54	ok	33333	300	300	0.00	GapSeed	23	0	1	0	Zero	13	4	4	744	812	625	0	3	4	4	2.71	0.08	0.07	0.01	0.06	0.00	0.02	13	8	13
cp-sh	synthetic	10000	1000	0.05	0	23	4.7148	0:00:04	10.14	21.24	2.86	3.56	0.00	0.00	86.96	4.58	ok	10000	1000	1000	0.00	SH	23	0	1	0	Zero	43	15	15	4396	4749	3410	4	621	15	0	4.75	0.47	0.34	0.04	0.38	0.00	0.05	44	27	43
cp-csh	synthetic	10000	1000	0.05	0	23	4.7712	0:00:04	10.16	21.24	2.85	3.55	0.00	0.00	83.40	4.46	ok	10000	1000	1000	0.00	GapSeed	23	0	1	0	Zero	43	15	15	4305	4652	3346	4	83	15	13	4.65	0.47	0.53	0.03	0.39	0.01	0.05	44	28	43
cp-sh	synthetic	3333	3000	0.05	0	23	10.0220	0:00:10	11.20	22.37	3.98	4.49	0.00	0.00	92.99	9.80	ok	3103	3000	2999	0.00	SH	23	0	1	0	Zero	130	47	47	25759	27390	18049	32	7325	46	0	9.13	3.22	1.71	0.11	2.94	0.00	0.16	132	83	129
cp-csh	synthetic	3333	3000	0.05	0	23	10.0418	0:00:10	11.28	22.34	3.89	4.48	0.00	0.00	88.83	9.46	ok	3271	3000	2999	0.00	GapSeed	23	0	1	0	Zero	130	47	47	25219	26830	17719	34	1192	46	41	8.94	3.05	1.68	0.08	2.81	0.04	0.16	132	83	129
cp-sh	synthetic	1000	10000	0.05	0	23	10.0672	0:00:10	31.52	42.41	24.00	24.56	0.00	0.00	87.23	9.29	ok	242	10000	9997	0.00	SH	23	0	1	0	Zero	434	157	157	217520	226655	134426	338	104393	154	0	22.67	41.46	23.56	0.49	40.13	0.00	0.84	440	276	431
cp-csh	synthetic	1000	10000	0.05	0	23	10.0302	0:00:10	30.98	42.27	23.82	24.34	0.00	0.00	85.84	9.11	ok	288	10000	9997	0.00	GapSeed	23	0	1	0	Zero	434	157	157	207481	216424	129034	340	19632	156	139	21.64	34.69	19.68	0.46	33.48	0.29	0.76	441	277	432
cp-sh	synthetic	333	30000	0.05	0	23	10.6321	0:00:10	94.71	105.92	87.47	88.18	0.00	0.00	92.74	10.35	ok	18	30000	30003	0.00	SH	23	0	1	0	Zero	1304	473	473	1734283	1777734	963769	3094	1148271	463	0	59.25	589.10	294.18	1.73	583.78	0.00	3.59	1323	830	1294
cp-csh	synthetic	333	30000	0.05	0	23	10.2199	0:00:10	94.13	105.63	87.19	87.89	0.00	0.00	91.59	9.84	ok	26	30000	30006	0.00	GapSeed	23	0	1	0	Zero	1304	477	477	1483089	1523978	838026	2742	217574	472	418	50.79	391.48	219.29	0.80	387.18	2.17	3.49	1320	829	1300
cp-sh	synthetic	100	100000	0.05	0	23	14.7746	0:00:14	376.69	547.56	369.55	370.09	0.00	0.00	91.28	13.95	ok	1	100000	99989	0.00	SH	23	0	1	0	Zero	4347	1593	1593	25681977	25990845	13028167	48948	19174786	1562	0	259.91	14742.09	0.00	8.24	14713.35	0.00	20.49	4416	2754	4316
cp-csh	synthetic	100	100000	0.05	0	23	16.2071	0:00:16	537.19	570.80	531.88	532.41	0.00	0.00	93.35	15.60	ok	2	100000	99956	0.00	GapSeed	23	0	1	0	Zero	4347	1604	1604	18551595	18813505	9552486	35545	4082688	1601	1421	188.14	8078.23	1352.79	2.80	8055.42	35.74	20.00	4412	2750	4344
cp-sh	synthetic	33	300000	0.05	0	23	20.0990	0:00:20	464.16	551.63	373.55	374.26	0.00	0.00	74.13	15.40	timeout 20s
cp-csh	synthetic	33	300000	0.05	0	23	20.0969	0:00:20	778.89	1075.45	777.14	777.87	0.00	0.00	75.65	15.69	timeout 20s
cp-sh	synthetic	10	1000000	0.05	0	23	100.1238	0:01:40	1398.08	1415.76	1390.78	1391.28	0.00	0.00	73.71	74.30	timeout 100s
cp-csh	synthetic	10	1000000	0.05	0	23	100.2340	0:01:40	2819.05	2846.65	2811.69	2812.21	0.00	0.00	74.67	75.32	timeout 100s
cp-sh	synthetic	3	3000000	0.05	0	23	20.0505	0:00:20	427.17	603.81	419.82	420.58	0.00	0.00	72.26	14.95	timeout 20s
cp-csh	synthetic	3	3000000	0.05	0	23	20.0913	0:00:20	444.23	466.77	436.94	437.64	0.00	0.00	71.79	14.85	timeout 20s
cp-sh	synthetic	1	10000000	0.05	0	23	100.1257	0:01:40	1548.79	1602.26	1542.55	1543.07	0.00	0.00	73.67	74.23	timeout 100s
cp-csh	synthetic	1	10000000	0.05	0	23	20.0915	0:00:20	916.91	1292.60	909.36	910.09	0.00	0.00	74.61	15.49	timeout 20s
cp-sh	synthetic	100000	100	0.05	0	24	2.2386	0:00:02	9.82	20.99	2.45	3.16	0.00	0.00	67.03	1.98	ok	100000	100	99	0.00	SH	24	0	1	0	Zero	4	1	1	193	210	167	0	1	1	0	2.11	0.02	0.08	0.00	0.01	0.00	0.01	4	3	4
cp-csh	synthetic	100000	100	0.05	0	24	2.1860	0:00:02	9.59	20.99	2.45	3.29	0.00	0.00	71.64	2.09	ok	100000	100	99	0.00	GapSeed	24	0	1	0	Zero	4	1	1	189	206	164	0	0	1	1	2.07	0.02	0.04	0.00	0.01	0.00	0.01	4	3	4
cp-sh	synthetic	33333	300	0.05	0	24	3.1758	0:00:03	9.76	20.99	2.54	3.07	0.00	0.00	63.04	2.52	ok	33333	300	300	0.00	SH	24	0	1	0	Zero	12	4	4	840	914	700	0	37	3	0	3.05	0.09	0.17	0.01	0.06	0.00	0.02	13	8	12
cp-csh	synthetic	33333	300	0.05	0	24	2.9829	0:00:02	9.75	20.99	2.59	3.11	0.00	0.00	68.68	2.55	ok	33333	300	300	0.00	GapSeed	24	0	1	0	Zero	12	4	4	820	893	685	0	4	3	3	2.98	0.09	0.07	0.01	0.06	0.00	0.02	13	8	12
cp-sh	synthetic	10000	1000	0.05	0	24	5.3614	0:00:05	10.01	21.24	2.87	3.58	0.00	0.00	87.31	5.17	ok	10000	1000	1000	0.00	SH	24	0	1	0	Zero	41	14	14	5134	5525	3925	4	687	13	0	5.53	0.53	0.25	0.04	0.44	0.00	0.05	44	27	41
cp-csh	synthetic	10000	1000	0.05	0	24	5.3561	0:00:05	9.95	21.24	2.89	3.59	0.00	0.00	86.06	5.11	ok	10000	1000	1000	0.00	GapSeed	24	0	1	0	Zero	41	14	14	5036	5421	3857	5	97	13	12	5.42	0.53	0.34	0.03	0.45	0.01	0.05	44	27	41
cp-sh	synthetic	3333	3000	0.05	0	24	10.0263	0:00:10	12.36	23.61	5.27	5.85	0.00	0.00	92.46	9.79	ok	2267	3000	2999	0.00	SH	24	0	1	0	Zero	125	43	43	34375	36307	23333	44	8825	42	0	12.10	4.40	2.23	0.11	4.12	0.00	0.17	132	81	124
cp-csh	synthetic	3333	3000	0.05	0	24	10.0291	0:00:10	11.28	22.34	3.96	4.52	0.00	0.00	91.85	9.70	ok	2329	3000	2999	0.00	GapSeed	24	0	1	0	Zero	125	43	43	33663	35575	22913	46	1544	42	38	11.86	4.29	2.43	0.08	4.05	0.04	0.16	132	82	124
cp-sh	synthetic	1000	10000	0.05	0	24	10.0754	0:00:10	31.73	42.80	24.38	24.99	0.00	0.00	92.31	9.81	ok	135	10000	9996	0.00	SH	24	0	1	0	Zero	416	144	144	378243	390323	221259	605	152386	141	0	39.03	74.43	30.45	0.46	73.00	0.00	0.96	440	271	413
cp-csh	synthetic	1000	10000	0.05	0	24	10.0605	0:00:10	31.45	42.55	24.17	24.67	0.00	0.00	89.65	9.50	ok	145	10000	9996	0.00	GapSeed	24	0	1	0	Zero	416	144	144	360258	372073	211924	614	32217	143	127	37.21	69.18	31.45	0.43	67.87	0.45	0.88	440	271	415
cp-sh	synthetic	333	30000	0.05	0	24	10.8543	0:00:10	137.03	148.07	129.63	130.35	0.00	0.00	89.53	10.24	ok	7	30000	29998	0.00	SH	24	0	1	0	Zero	1250	430	430	3985815	4048766	2088896	7101	2050566	419	0	134.96	1546.42	529.50	1.88	1540.06	0.00	4.48	1326	820	1239
cp-csh	synthetic	333	30000	0.05	0	24	10.9322	0:00:10	136.74	147.64	129.21	129.94	0.00	0.00	89.72	10.31	ok	10	30000	29995	0.00	GapSeed	24	0	1	0	Zero	1250	429	429	3298932	3356813	1751246	6110	476911	427	374	111.89	1089.98	481.42	0.77	1084.94	6.02	4.27	1325	823	1247
cp-sh	synthetic	100	100000	0.05	0	24	30.5286	0:00:30	375.22	1050.12	369.64	370.15	0.00	0.00	48.77	15.39	ok	1	100000	99989	0.00	SH	24	0	1	0	Zero	4166	1477	1477	54246860	54700332	26894422	99735	27482081	1440	0	547.00	30502.62	0.00	7.86	30470.41	0.00	24.34	4416	2689	4129
cp-csh	synthetic	100	100000	0.05	0	24	23.6517	0:00:23	711.66	1051.28	704.30	704.83	0.00	0.00	64.15	15.66	ok	1	100000	99989	0.00	GapSeed	24	0	1	0	Zero	4166	1477	1477	49315195	49744111	24504596	92388	7741454	1475	1288	497.44	23624.94	0.00	3.03	23598.62	88.03	23.29	4416	2694	4164
cp-sh	synthetic	33	300000	0.05	0	24	20.0713	0:00:20	930.00	1055.60	700.36	701.05	0.00	0.00	77.11	15.96	timeout 20s
cp-csh	synthetic	33	300000	0.05	0	24	20.0918	0:00:20	974.23	1056.43	972.93	973.62	0.00	0.00	75.54	15.67	timeout 20s
cp-sh	synthetic	10	1000000	0.05	0	24	100.2186	0:01:40	1406.39	1420.37	1399.45	1399.96	0.00	0.00	73.49	74.18	timeout 100s
cp-csh	synthetic	10	1000000	0.05	0	24	100.2222	0:01:40	2791.33	2808.19	2784.36	2784.88	0.00	0.00	73.67	74.33	timeout 100s
cp-sh	synthetic	3	3000000	0.05	0	24	20.0965	0:00:20	567.66	599.54	562.77	563.47	0.00	0.00	74.53	15.48	timeout 20s
cp-csh	synthetic	3	3000000	0.05	0	24	20.0828	0:00:20	553.73	1132.54	574.34	575.04	0.00	0.00	75.06	15.53	timeout 20s
cp-sh	synthetic	1	10000000	0.05	0	24	100.2878	0:01:40	1550.72	1592.57	1543.15	1543.68	0.00	0.00	73.54	74.22	timeout 100s
cp-csh	synthetic	1	10000000	0.05	0	24	100.2351	0:01:40	3157.54	4349.13	3154.88	3155.40	0.00	0.00	73.54	74.23	timeout 100s
